官网顺序,目录路径,一级目录,二级目录,三级目录,页面标题,文档标题,doc_id,官方链接,接口名,接口类型,描述,更新时间,权限类型,权限原文,限量/频次原文,输入参数数量,输入参数结构,输出字段数量,输出字段摘要,证据状态
170,期货数据 / 仓单日报,期货数据,,,仓单日报,仓单日报,140,https://tushare.pro/document/2?doc_id=140,fut_wsr,期货数据,描述：获取仓单日报数据，了解各仓库/厂库的仓单变化,,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,限量：单次最大1000，总量不限制,5,"trade_date:str, symbol:str, start_date:str, end_date:str, exchange:str",17,"trade_date:str(Y), symbol:str(Y), fut_name:str(Y), warehouse:str(Y), wh_id:str(N), pre_vol:int(Y), vol:int(Y), vol_chg:int(Y), area:str(N), year:str(N), grade:str(N), brand:str(N), place:str(N), pd:int(N), is_ct:str(N), unit:str(Y), exchange:str(N)",官网右侧文档直接提取
171,期货数据 / 每日结算参数,期货数据,,,每日结算参数,结算参数,141,https://tushare.pro/document/2?doc_id=141,fut_settle,期货数据,描述：获取每日结算参数数据，包括交易和交割费率等,,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,限量：单次最大返回1600行数据，可根据日期循环，总量不限制,5,"trade_date:str, ts_code:str, start_date:str, end_date:str, exchange:str",12,"ts_code:str(Y), trade_date:str(Y), settle:float(Y), trading_fee_rate:float(Y), trading_fee:float(Y), delivery_fee:float(Y), b_hedging_margin_rate:float(Y), s_hedging_margin_rate:float(Y), long_margin_rate:float(Y), short_margin_rate:float(Y), offset_today_fee:float(N), exchange:str(N)",官网右侧文档直接提取
172,期货数据 / 历史Tick行情,期货数据,,,历史Tick行情,期货Tick行情数据,314,https://tushare.pro/document/2?doc_id=314,(无 API，数据服务),期货数据,,,单独数据服务,,,0,,0,,官网右侧文档直接提取
173,期货数据 / 每日持仓排名,期货数据,,,每日持仓排名,每日成交持仓排名,139,https://tushare.pro/document/2?doc_id=139,fut_holding,期货数据,"描述：获取每日成交持仓排名数据，注意""上期所""涵盖""上海国际能源交易中心""合约数据",,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,限量：单次最大2000，总量不限制,5,"trade_date:str, symbol:str, start_date:str, end_date:str, exchange:str",10,"trade_date:str(Y), symbol:str(Y), broker:str(Y), vol:int(Y), vol_chg:int(Y), long_hld:int(Y), long_chg:int(Y), short_hld:int(Y), short_chg:int(Y), exchange:str(N)",官网右侧文档直接提取
174,期货数据 / 南华期货指数日线行情,期货数据,,,南华期货指数日线行情,南华期货指数日线行情,468,https://tushare.pro/document/2?doc_id=468,fut_index_daily,期货数据,描述：获取南华指数每日行情，指数行情也可以通过通用行情接口获取数据．,,积分可访问,权限：用户需要累积2000积分才可以调取，具体请参阅积分获取办法,,4,"ts_code:str, trade_date:str, start_date:str, end_date:None",11,"ts_code:str, trade_date:str, close:float, open:float, high:float, low:float, pre_close:float, change:float, pct_chg:float, vol:float, amount:float",官网右侧文档直接提取
175,期货数据 / 期货主力与连续合约,期货数据,,,期货主力与连续合约,期货主力与连续合约,189,https://tushare.pro/document/2?doc_id=189,fut_mapping,期货数据,描述：获取期货主力（或连续）合约与月合约映射数据,,积分可访问,积分：用户需要至少2000积分才可以调取，未来可能调整积分，请尽可能多积累积分。具体请参阅积分获取办法,限量：单次最大2000条，总量不限制,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",3,"ts_code:str(Y), trade_date:str(Y), mapping_ts_code:str(Y)",官网右侧文档直接提取
176,期货数据 / 期货主要品种交易周报,期货数据,,,期货主要品种交易周报,期货主要品种交易周报,216,https://tushare.pro/document/2?doc_id=216,fut_weekly_detail,期货数据,描述：获取期货交易所主要品种每周交易统计信息，数据从2010年3月开始,,积分可访问,权限：600积分可调取，单次最大获取4000行数据，积分越高频次越高，5000积分以上正常调取不受限制,,6,"week:str, prd:str, start_week:str, end_week:str, exchange:str, fields:str",17,"exchange:str(Y), prd:str(Y), name:str(Y), vol:int(Y), vol_yoy:float(Y), amount:float(Y), amout_yoy:float(Y), cumvol:int(Y), cumvol_yoy:float(Y), cumamt:float(Y), cumamt_yoy:float(Y), open_interest:int(Y), interest_wow:float(Y), mc_close:float(Y), close_wow:float(Y), week:str(Y), week_date:str(Y)",官网右侧文档直接提取
177,期货数据 / 期货合约涨跌停价格,期货数据,,,期货合约涨跌停价格,期货合约涨跌停价格（盘前）,368,https://tushare.pro/document/2?doc_id=368,ft_limit,期货数据,描述：获取所有期货合约每天的涨跌停价格及最低保证金率，数据开始于2005年。,,积分可访问,积分：用户积5000积分可调取，积分获取方法具体请参阅积分获取办法,限量：单次最大获取4000行数据，可以通过日期、合约代码等参数循环获取所有历史,6,"ts_code:str, trade_date:str, start_date:str, end_date:str, cont:str, exchange:str",8,"trade_date:str(Y), ts_code:str(Y), name:str(Y), up_limit:float(Y), down_limit:float(Y), m_ratio:float(Y), cont:str(Y), exchange:str(Y)",官网右侧文档直接提取
179,现货数据 / 上海黄金基础信息,现货数据,,,上海黄金基础信息,黄金现货基础信息,284,https://tushare.pro/document/2?doc_id=284,sge_basic,现货数据,描述：获取上海黄金交易所现货合约基础信息,,积分可访问,积分：用户积5000积分可以调取，具体请参阅积分获取办法,限量：单次最大100条，当前现货合约数不足20个，可以一次提取全部，不需要循环提取,1,ts_code:str,14,"ts_code:str(Y), ts_name:str(Y), trade_type:str(Y), t_unit:float(Y), p_unit:float(Y), min_change:float(Y), price_limit:float(Y), min_vol:int(Y), max_vol:int(Y), trade_mode:str(Y), margin_rate:float(Y), liq_rate:float(Y), trade_time:str(Y), list_date:str(Y)",官网右侧文档直接提取
180,现货数据 / 上海黄金现货日行情,现货数据,,,上海黄金现货日行情,现货黄金日行情,285,https://tushare.pro/document/2?doc_id=285,sge_daily,现货数据,描述：获取上海黄金交易所现货合约日线行情,,积分可访问,积分：用户积2000积分可调取，具体请参阅积分获取办法,限量：单次最大2000，可循环或者分页提取,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",14,"ts_code:str(Y), trade_date:str(Y), close:float(Y), open:float(Y), high:float(Y), low:float(Y), price_avg:float(Y), change:float(Y), pct_change:float(Y), vol:float(Y), amount:float(Y), oi:float(Y), settle_vol:float(Y), settle_dire:str(Y)",官网右侧文档直接提取
182,期权数据 / 期权合约信息,期权数据,,,期权合约信息,期权合约信息,158,https://tushare.pro/document/2?doc_id=158,opt_basic,期权数据,描述：获取期权合约信息,,积分可访问,积分：用户需要至少5000积分可以调取，具体请参阅积分获取办法,,5,"ts_code:str, exchange:str, list_date:str, opt_code:str, call_put:str",20,"ts_code:str(Y), symbol:str(Y), exchange:str(Y), name:str(Y), per_unit:str(Y), opt_code:str(Y), opt_type:str(Y), call_put:str(Y), exercise_type:str(Y), exercise_price:float(Y), opt_multiplier:float(Y), s_month:str(Y), maturity_date:str(Y), list_price:float(Y), list_date:str(Y), delist_date:str(Y), last_edate:str(Y), last_ddate:str(Y), quote_unit:str(Y), min_price_chg:str(Y)",官网右侧文档直接提取
183,期权数据 / 期权日线行情,期权数据,,,期权日线行情,期权日线行情,159,https://tushare.pro/document/2?doc_id=159,opt_daily,期权数据,描述：获取期权日线行情,,积分可访问,积分：用户需要至少2000积分才可以调取，但有流量控制，请自行提高积分，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大15000条数据，可跟进日线或者代码循环，总量不限制,5,"ts_code:str, trade_date:str, start_date:str, end_date:str, exchange:str",13,"ts_code:str(Y), trade_date:str(Y), exchange:str(Y), pre_settle:float(Y), pre_close:float(Y), open:float(Y), high:float(Y), low:float(Y), close:float(Y), settle:float(Y), vol:float(Y), amount:float(Y), oi:float(Y)",官网右侧文档直接提取
184,期权数据 / 期权分钟行情,期权数据,,,期权分钟行情,期权历史分钟行情,341,https://tushare.pro/document/2?doc_id=341,opt_mins,期权数据,描述：获取全市场期权合约分钟数据，支持1min/5min/15min/30min/60min行情，提供Python SDK和 http Restful API两种方式。,,单独开权限,权限：120积分可以调取2次接口查看数据，正式权限请参阅 权限说明 。,限量：单次最大8000行数据，可以通过合约代码和时间循环获取。,10,"ts_code*:str, freq*:str, start_date:datetime, end_date:datetime, freq:说明, 1min:1分钟, 5min:5分钟, 15min:15分钟, 30min:30分钟, 60min:60分钟",9,"ts_code:str(Y), trade_time:str(Y), open:float(Y), close:float(Y), high:float(Y), low:float(Y), vol:int(Y), amount:float(Y), oi:float(Y)",官网右侧文档直接提取
186,债券专题 / 可转债基础信息,债券专题,,,可转债基础信息,可转债基本信息,185,https://tushare.pro/document/2?doc_id=185,cb_basic,债券专题,描述：获取可转债基本信息,,积分可访问,权限：用户需要至少2000积分才可以调取，但有流量控制，5000积分以上频次相对较高，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大2000，总量不限制,3,"ts_code:str, list_date:str, exchange:str",38,"ts_code:str(Y), bond_full_name:str(Y), bond_short_name:str(Y), cb_code:str(Y), cb_type:str(Y), stk_code:str(Y), stk_short_name:str(Y), maturity:float(Y), par:float(Y), issue_price:float(Y), issue_size:float(Y), remain_size:float(Y), value_date:str(Y), maturity_date:str(Y), rate_type:str(Y), coupon_rate:float(Y), add_rate:float(Y), pay_per_year:int(Y), list_date:str(Y), delist_date:str(Y), exchange:str(Y), conv_start_date:str(Y), conv_end_date:str(Y), conv_stop_date:str(Y), first_conv_price:float(Y), conv_price:float(Y), rate_clause:str(Y), put_clause:str(N), maturity_call_price:str(N), maturity_put_price:str(N), call_clause:str(N), reset_clause:str(N), conv_clause:str(N), guarantor:str(N), guarantee_type:str(N), issue_rating:str(N), newest_rating:str(N), rating_comp:str(N)",官网右侧文档直接提取
187,债券专题 / 可转债发行,债券专题,,,可转债发行,可转债发行,186,https://tushare.pro/document/2?doc_id=186,cb_issue,债券专题,描述：获取可转债发行数据,,积分可访问,积分：用户需要至少2000积分才可以调取，5000积分以上频次相对较高，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大2000，可多次提取，总量不限制,4,"ts_code:str, ann_date:str, start_date:str, end_date:str",35,"ts_code:str(Y), ann_date:str(Y), res_ann_date:str(Y), plan_issue_size:float(Y), issue_size:float(Y), issue_price:float(Y), issue_type:str(Y), issue_cost:float(N), onl_code:str(Y), onl_name:str(Y), onl_date:str(Y), onl_size:float(Y), onl_pch_vol:float(Y), onl_pch_num:int(Y), onl_pch_excess:float(Y), onl_winning_rate:float(N), shd_ration_code:str(Y), shd_ration_name:str(Y), shd_ration_date:str(Y), shd_ration_record_date:str(Y), shd_ration_pay_date:str(Y), shd_ration_price:float(Y), shd_ration_ratio:float(Y), shd_ration_size:float(Y), shd_ration_vol:float(N), shd_ration_num:int(N), shd_ration_excess:float(N), offl_size:float(Y), offl_deposit:float(N), offl_pch_vol:float(N), offl_pch_num:int(N), offl_pch_excess:float(N), offl_winning_rate:float(N), lead_underwriter:str(N), lead_underwriter_vol:float(N)",官网右侧文档直接提取
188,债券专题 / 可转债赎回信息,债券专题,,,可转债赎回信息,可转债赎回信息,269,https://tushare.pro/document/2?doc_id=269,cb_call,债券专题,描述：获取可转债到期赎回、强制赎回等信息。数据来源于公开披露渠道，供个人和机构研究使用，请不要用于数据商业目的。,,积分可访问,,限量：单次最大2000条数据，可以根据日期循环提取，本接口需5000积分。,4,"ts_code:str, ann_date:str, start_date:str, end_date:str",11,"ts_code:str(Y), call_type:str(Y), is_call:str(Y), ann_date:str(Y), call_date:str(Y), call_price:float(Y), call_price_tax:float(Y), call_vol:float(Y), call_amount:float(Y), payment_date:str(Y), call_reg_date:str(Y)",官网右侧文档直接提取
189,债券专题 / 可转债票面利率,债券专题,,,可转债票面利率,可转债票面利率,305,https://tushare.pro/document/2?doc_id=305,cb_rate,债券专题,描述：获取可转债票面利率,,积分可访问,权限：用户需要至少5000积分才可以调取，具体请参阅积分获取办法,限量：单次最大2000，总量不限制,1,ts_code*:str,5,"ts_code:str(Y), rate_freq:int(N), rate_start_date:str(N), rate_end_date:str(N), coupon_rate:float(N)",官网右侧文档直接提取
190,债券专题 / 可转债行情,债券专题,,,可转债行情,可转债行情,187,https://tushare.pro/document/2?doc_id=187,cb_daily,债券专题,描述：获取可转债行情,,积分可访问,积分：用户需要至少2000积分才可以调取，5000积分以上频次相对较高，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大2000条，可多次提取，总量不限制,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",15,"ts_code:str(Y), trade_date:str(Y), pre_close:float(Y), open:float(Y), high:float(Y), low:float(Y), close:float(Y), change:float(Y), pct_chg:float(Y), vol:float(Y), amount:float(Y), bond_value:float(N), bond_over_rate:float(N), cb_value:float(N), cb_over_rate:float(N)",官网右侧文档直接提取
191,债券专题 / 可转债十大持有人,债券专题,,,可转债十大持有人,可转债十大持有人,459,https://tushare.pro/document/2?doc_id=459,top10_cb_holders,债券专题,描述：获取可转债前十大持有人,,积分可访问,积分：需要5000积分可以调取，具体请参阅积分获取办法,限量：单次最大3000条，可根据代码或日期循环提取,4,"ts_code*:str, period:str, start_date:str, end_date:str",6,"ts_code:str(Y), end_date:str(Y), holder_rank:int(Y), holder_name:str(Y), hold_amount:float(Y), hold_ratio:float(Y)",官网右侧文档直接提取
